日期,颱風編號,颱風生成時間,颱風消散時間,海上警報,陸上警報,近臺強度,侵臺路徑分類
2009/3/20,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/19,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/18,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/17,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/16,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/15,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/14,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/13,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/12,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/11,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/10,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/9,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/8,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/7,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/6,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/5,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/4,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/3,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/2,無資料,無資料,無資料,0,0,無資料,無資料
2009/3/1,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/28,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/27,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/26,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/25,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/24,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/23,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/22,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/21,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/20,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/19,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/18,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/17,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/16,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/15,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/14,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/13,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/12,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/11,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/10,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/9,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/8,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/7,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/6,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/5,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/4,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/3,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/2,無資料,無資料,無資料,0,0,無資料,無資料
2009/2/1,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/31,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/30,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/29,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/28,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/27,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/26,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/25,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/24,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/23,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/22,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/21,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/20,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/19,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/18,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/17,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/16,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/15,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/14,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/13,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/12,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/11,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/10,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/9,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/8,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/7,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/6,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/5,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/4,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/3,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/2,無資料,無資料,無資料,0,0,無資料,無資料
2009/1/1,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/31,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/30,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/29,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/28,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/27,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/26,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/25,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/24,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/23,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/22,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/21,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/20,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/19,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/18,200822,2008/12/12 06:00,2008/12/18 12:00,0,0,無資料,無資料
2008/12/17,200822,2008/12/12 06:00,2008/12/18 12:00,0,0,無資料,無資料
2008/12/16,200822,2008/12/12 06:00,2008/12/18 12:00,0,0,無資料,無資料
2008/12/15,200822,2008/12/12 06:00,2008/12/18 12:00,0,0,無資料,無資料
2008/12/14,200822,2008/12/12 06:00,2008/12/18 12:00,0,0,無資料,無資料
2008/12/13,200822,2008/12/12 06:00,2008/12/18 12:00,0,0,無資料,無資料
2008/12/12,200822,2008/12/12 06:00,2008/12/18 12:00,0,0,無資料,無資料
2008/12/11,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/10,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/9,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/8,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/7,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/6,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/5,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/4,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/3,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/2,無資料,無資料,無資料,0,0,無資料,無資料
2008/12/1,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/30,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/29,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/28,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/27,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/26,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/25,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/24,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/23,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/22,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/21,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/20,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/19,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/18,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/17,200821,2008/11/16 06:00,2008/11/17 12:00,0,0,無資料,無資料
2008/11/16,200820,2008/11/15 18:00,2008/11/17 00:00,0,0,無資料,無資料
2008/11/15,200820,2008/11/15 18:00,2008/11/17 00:00,0,0,無資料,無資料
2008/11/14,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/13,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/12,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/11,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/10,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/9,200819,2008/11/7 06:00,2008/11/9 12:00,0,0,無資料,無資料
2008/11/8,200819,2008/11/7 06:00,2008/11/9 12:00,0,0,無資料,無資料
2008/11/7,200819,2008/11/7 06:00,2008/11/9 12:00,0,0,無資料,無資料
2008/11/6,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/5,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/4,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/3,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/2,無資料,無資料,無資料,0,0,無資料,無資料
2008/11/1,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/31,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/30,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/29,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/28,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/27,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/26,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/25,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/24,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/23,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/22,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/21,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/20,200818,2008/10/19 06:00,2008/10/20 06:00,0,0,無資料,無資料
2008/10/19,200818,2008/10/19 06:00,2008/10/20 06:00,0,0,無資料,無資料
2008/10/18,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/17,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/16,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/15,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/14,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/13,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/12,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/11,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/10,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/9,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/8,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/7,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/6,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/5,無資料,無資料,無資料,0,0,無資料,無資料
2008/10/4,200817,2008/9/30 00:00,2008/10/4 00:00,0,0,無資料,無資料
2008/10/3,200817,2008/9/30 00:00,2008/10/4 00:00,0,0,無資料,無資料
2008/10/2,200817,2008/9/30 00:00,2008/10/4 00:00,0,0,無資料,無資料
2008/10/1,200817,2008/9/30 00:00,2008/10/4 00:00,0,0,無資料,無資料
2008/9/30,200816,2008/9/29 00:00,2008/9/30 12:00,0,0,無資料,無資料
2008/9/29,200816,2008/9/29 00:00,2008/9/30 12:00,0,0,無資料,無資料
2008/9/28,200815,2008/9/24 12:00,2008/10/1 00:00,1,1,強烈,2
2008/9/27,200815,2008/9/24 12:00,2008/10/1 00:00,1,1,強烈,2
2008/9/26,200815,2008/9/24 12:00,2008/10/1 00:00,1,1,強烈,2
2008/9/25,200815,2008/9/24 12:00,2008/10/1 00:00,1,1,強烈,2
2008/9/24,200814,2008/9/19 12:00,2008/9/25 00:00,1,1,中度,無資料
2008/9/23,200814,2008/9/19 12:00,2008/9/25 00:00,1,1,中度,無資料
2008/9/22,200814,2008/9/19 12:00,2008/9/25 00:00,1,1,中度,無資料
2008/9/21,200814,2008/9/19 12:00,2008/9/25 00:00,1,1,中度,無資料
2008/9/20,200814,2008/9/19 12:00,2008/9/25 00:00,1,1,中度,無資料
2008/9/19,200814,2008/9/19 12:00,2008/9/25 00:00,1,1,中度,無資料
2008/9/18,200813,2008/9/8 18:00,2008/9/20 12:00,1,1,強烈,2
2008/9/17,200813,2008/9/8 18:00,2008/9/20 12:00,1,1,強烈,2
2008/9/16,200813,2008/9/8 18:00,2008/9/20 12:00,1,1,強烈,2
2008/9/15,200813,2008/9/8 18:00,2008/9/20 12:00,1,1,強烈,2
2008/9/14,200813,2008/9/8 18:00,2008/9/20 12:00,1,1,強烈,2
2008/9/13,200813,2008/9/8 18:00,2008/9/20 12:00,1,1,強烈,2
2008/9/12,200813,2008/9/8 18:00,2008/9/20 12:00,1,1,強烈,2
2008/9/11,200813,2008/9/8 18:00,2008/9/20 12:00,1,1,強烈,2
2008/9/10,200813,2008/9/8 18:00,2008/9/20 12:00,1,1,強烈,2
2008/9/9,200813,2008/9/8 18:00,2008/9/20 12:00,1,1,強烈,2
2008/9/8,無資料,無資料,無資料,0,0,無資料,無資料
2008/9/7,無資料,無資料,無資料,0,0,無資料,無資料
2008/9/6,無資料,無資料,無資料,0,0,無資料,無資料
2008/9/5,無資料,無資料,無資料,0,0,無資料,無資料
2008/9/4,無資料,無資料,無資料,0,0,無資料,無資料
2008/9/3,無資料,無資料,無資料,0,0,無資料,無資料
2008/9/2,無資料,無資料,無資料,0,0,無資料,無資料
2008/9/1,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/31,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/30,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/29,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/28,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/27,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/26,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/25,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/24,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/23,200812,2008/8/18 00:00,2008/8/23 00:00,1,0,中度,無資料
2008/8/22,200812,2008/8/18 00:00,2008/8/23 00:00,1,0,中度,無資料
2008/8/21,200812,2008/8/18 00:00,2008/8/23 00:00,1,0,中度,無資料
2008/8/20,200812,2008/8/18 00:00,2008/8/23 00:00,1,0,中度,無資料
2008/8/19,200812,2008/8/18 00:00,2008/8/23 00:00,1,0,中度,無資料
2008/8/18,200812,2008/8/18 00:00,2008/8/23 00:00,1,0,中度,無資料
2008/8/17,200811,2008/8/15 06:00,2008/8/17 06:00,0,0,無資料,無資料
2008/8/16,200811,2008/8/15 06:00,2008/8/17 06:00,0,0,無資料,無資料
2008/8/15,200811,2008/8/15 06:00,2008/8/17 06:00,0,0,無資料,無資料
2008/8/14,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/13,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/12,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/11,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/10,200810,2008/8/10 06:00,2008/8/11 00:00,0,0,無資料,無資料
2008/8/9,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/8,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/7,200809,2008/8/5 00:00,2008/8/7 18:00,0,0,無資料,無資料
2008/8/6,200809,2008/8/5 00:00,2008/8/7 18:00,0,0,無資料,無資料
2008/8/5,200809,2008/8/5 00:00,2008/8/7 18:00,0,0,無資料,無資料
2008/8/4,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/3,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/2,無資料,無資料,無資料,0,0,無資料,無資料
2008/8/1,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/31,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/30,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/29,200808,2008/7/25 06:00,2008/7/29 12:00,1,1,中度,3
2008/7/28,200808,2008/7/25 06:00,2008/7/29 12:00,1,1,中度,3
2008/7/27,200808,2008/7/25 06:00,2008/7/29 12:00,1,1,中度,3
2008/7/26,200808,2008/7/25 06:00,2008/7/29 12:00,1,1,中度,3
2008/7/25,200808,2008/7/25 06:00,2008/7/29 12:00,1,1,中度,3
2008/7/24,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/23,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/22,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/21,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/20,200807,2008/7/15 12:00,2008/7/20 00:00,1,1,中度,2
2008/7/19,200807,2008/7/15 12:00,2008/7/20 00:00,1,1,中度,2
2008/7/18,200807,2008/7/15 12:00,2008/7/20 00:00,1,1,中度,2
2008/7/17,200807,2008/7/15 12:00,2008/7/20 00:00,1,1,中度,2
2008/7/16,200807,2008/7/15 12:00,2008/7/20 00:00,1,1,中度,2
2008/7/15,200807,2008/7/15 12:00,2008/7/20 00:00,1,1,中度,2
2008/7/14,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/13,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/12,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/11,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/10,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/9,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/8,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/7,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/6,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/5,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/4,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/3,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/2,無資料,無資料,無資料,0,0,無資料,無資料
2008/7/1,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/30,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/29,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/28,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/27,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/26,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/25,200806,2008/6/19 00:00,2008/6/25 00:00,0,0,無資料,無資料
2008/6/24,200806,2008/6/19 00:00,2008/6/25 00:00,0,0,無資料,無資料
2008/6/23,200806,2008/6/19 00:00,2008/6/25 00:00,0,0,無資料,無資料
2008/6/22,200806,2008/6/19 00:00,2008/6/25 00:00,0,0,無資料,無資料
2008/6/21,200806,2008/6/19 00:00,2008/6/25 00:00,0,0,無資料,無資料
2008/6/20,200806,2008/6/19 00:00,2008/6/25 00:00,0,0,無資料,無資料
2008/6/19,200806,2008/6/19 00:00,2008/6/25 00:00,0,0,無資料,無資料
2008/6/18,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/17,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/16,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/15,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/14,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/13,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/12,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/11,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/10,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/9,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/8,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/7,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/6,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/5,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/4,無資料,無資料,無資料,0,0,無資料,無資料
2008/6/3,200805,2008/5/27 06:00,2008/6/3 06:00,0,0,無資料,無資料
2008/6/2,200805,2008/5/27 06:00,2008/6/3 06:00,0,0,無資料,無資料
2008/6/1,200805,2008/5/27 06:00,2008/6/3 06:00,0,0,無資料,無資料
2008/5/31,200805,2008/5/27 06:00,2008/6/3 06:00,0,0,無資料,無資料
2008/5/30,200805,2008/5/27 06:00,2008/6/3 06:00,0,0,無資料,無資料
2008/5/29,200805,2008/5/27 06:00,2008/6/3 06:00,0,0,無資料,無資料
2008/5/28,200805,2008/5/27 06:00,2008/6/3 06:00,0,0,無資料,無資料
2008/5/27,200805,2008/5/27 06:00,2008/6/3 06:00,0,0,無資料,無資料
2008/5/26,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/25,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/24,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/23,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/22,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/21,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/20,200804,2008/5/16 06:00,2008/5/20 06:00,0,0,無資料,無資料
2008/5/19,200804,2008/5/16 06:00,2008/5/20 06:00,0,0,無資料,無資料
2008/5/18,200804,2008/5/16 06:00,2008/5/20 06:00,0,0,無資料,無資料
2008/5/17,200804,2008/5/16 06:00,2008/5/20 06:00,0,0,無資料,無資料
2008/5/16,200803,2008/5/15 12:00,2008/5/17 00:00,0,0,無資料,無資料
2008/5/15,200803,2008/5/15 12:00,2008/5/17 00:00,0,0,無資料,無資料
2008/5/14,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/13,200802,2008/5/7 18:00,2008/5/13 00:00,0,0,無資料,無資料
2008/5/12,200802,2008/5/7 18:00,2008/5/13 00:00,0,0,無資料,無資料
2008/5/11,200802,2008/5/7 18:00,2008/5/13 00:00,0,0,無資料,無資料
2008/5/10,200802,2008/5/7 18:00,2008/5/13 00:00,0,0,無資料,無資料
2008/5/9,200802,2008/5/7 18:00,2008/5/13 00:00,0,0,無資料,無資料
2008/5/8,200802,2008/5/7 18:00,2008/5/13 00:00,0,0,無資料,無資料
2008/5/7,200802,2008/5/7 18:00,2008/5/13 00:00,0,0,無資料,無資料
2008/5/6,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/5,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/4,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/3,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/2,無資料,無資料,無資料,0,0,無資料,無資料
2008/5/1,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/30,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/29,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/28,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/27,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/26,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/25,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/24,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/23,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/22,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/21,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/20,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/19,200801,2008/4/15 06:00,2008/4/19 18:00,0,0,無資料,無資料
2008/4/18,200801,2008/4/15 06:00,2008/4/19 18:00,0,0,無資料,無資料
2008/4/17,200801,2008/4/15 06:00,2008/4/19 18:00,0,0,無資料,無資料
2008/4/16,200801,2008/4/15 06:00,2008/4/19 18:00,0,0,無資料,無資料
2008/4/15,200801,2008/4/15 06:00,2008/4/19 18:00,0,0,無資料,無資料
2008/4/14,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/13,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/12,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/11,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/10,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/9,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/8,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/7,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/6,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/5,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/4,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/3,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/2,無資料,無資料,無資料,0,0,無資料,無資料
2008/4/1,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/31,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/30,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/29,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/28,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/27,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/26,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/25,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/24,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/23,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/22,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/21,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/20,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/19,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/18,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/17,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/16,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/15,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/14,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/13,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/12,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/11,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/10,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/9,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/8,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/7,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/6,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/5,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/4,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/3,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/2,無資料,無資料,無資料,0,0,無資料,無資料
2008/3/1,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/29,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/28,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/27,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/26,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/25,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/24,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/23,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/22,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/21,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/20,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/19,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/18,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/17,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/16,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/15,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/14,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/13,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/12,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/11,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/10,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/9,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/8,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/7,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/6,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/5,無資料,無資料,無資料,0,0,無資料,無資料
2008/2/4,無資料,無資料,無資料,0,0,無資料,無資料
